Feature,CSM5MCX3,HSM7J4HS,PSM7J1AU,HSM6XRTM,MSM6J2LL,MSM6J2Q3,CSM67UBH,ESM5MEBG
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Orbales;f_Orbaceae;g_Gilliamella;s_Unclassified Gilliamella,0,0,0,0,0,0,28,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. NSJ-2,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Rhodocyclales;f_Zoogloeaceae;g_Thauera;s_Unclassified Thauera,0,0,0,0,0,4,0,0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Neisseriales;f_Chromobacteriaceae;g_Vogesella;s_Unclassified Vogesella,0,0,0,0,0,0,12,0
k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Coriobacteriales;f_Unclassified Coriobacteriales;g_Unclassified Coriobacteriales;s_Unclassified Coriobacteriales,88,0,0,0,0,0,0,0
k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Coriobacteriales;f_Coriobacteriaceae;g_Collinsella;s_Unclassified Collinsella,975,4144,0,1318,0,0,150,234
k_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Leptospirales;f_Leptospiraceae;g_Unclassified Leptospiraceae;s_Unclassified Leptospiraceae,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella ruminicola,16,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus;s_Unclassified Enterococcus,6,108,160,0,0,3,0,0
k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Coriobacteriales;f_Atopobiaceae;g_Olsenella;s_Unclassified Olsenella,0,0,0,0,0,0,74,4
k_Bacteria;p_Firmicutes;c_Clostridia;o_Candidatus Avimicrobium (no order in NCBI);f_Candidatus Avimicrobium (no family in NCBI);g_Candidatus Avimicrobium;s_Unclassified Candidatus Avimicrobium,38,0,0,80,12,4,0,50
k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium;s_Unclassified Flavobacterium,26,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales bacterium CHKCI006 (no family in NCBI);g_Clostridiales bacterium CHKCI006 (no genus in NCBI);s_Clostridiales bacterium CHKCI006,12,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Candidatus Avimonas (no order in NCBI);f_Candidatus Avimonas (no family in NCBI);g_Candidatus Avimonas;s_Unclassified Candidatus Avimonas,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Tyzzerella;s_Tyzzerella nexilis,0,0,0,0,0,0,14,12
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Buttiauxella;s_Unclassified Buttiauxella,0,0,0,0,0,0,10,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Terrisporobacter;s_Terrisporobacter othiniensis,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia hominis,183,407,1017,11963,10,42,30,24
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Hydrogeniiclostidium;s_Hydrogeniiclostidium mannosilyticum,0,0,0,0,0,0,0,12
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp.,8,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Unclassified Blautia,5773,93105,1716,30233,1433,3008,447,1441
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Malvales;f_Malvaceae;g_Theobroma;s_Theobroma cacao,0,10,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. 3_1_33FAA,0,0,0,0,0,779,0,223
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella disiens,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Hungatella;s_Hungatella hathewayi,74,0,26,28,2131,52,191,304
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Unclassified Betaproteobacteria;f_Unclassified Betaproteobacteria;g_Unclassified Betaproteobacteria;s_Unclassified Betaproteobacteria,14,73,16,161,0,20,171,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales Family XIII. Incertae Sedis;g_Mogibacterium;s_Mogibacterium sp. BX12,0,0,0,46,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Poales;f_Poaceae;g_Sorghum;s_Sorghum bicolor,0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Cucurbitales;f_Cucurbitaceae;g_Cucumis;s_Unclassified Cucumis,0,0,0,0,14,0,481,0
k_Bacteria;p_Kiritimatiellaeota;c_Kiritimatiellae;o_Kiritimatiellales;f_Unclassified Kiritimatiellales;g_Unclassified Kiritimatiellales;s_Unclassified Kiritimatiellales,0,14,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Sanguibacteroides;s_Unclassified Sanguibacteroides,0,74,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes sp. 56_sp_Nov_56_25,14,0,0,760,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia sp. BX1005,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella aurantiaca,0,0,0,0,0,0,82,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Odoribacteraceae;g_Butyricimonas;s_Butyricimonas faecihominis,24,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales Family XIII. Incertae Sedis;g_Mogibacterium;s_Unclassified Mogibacterium,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Phocaeicola (no family in NCBI);g_Phocaeicola;s_Phocaeicola sartorii,209,498,16,1122,0,66,4084,902
k_Bacteria;p_Lentisphaerae;c_Lentisphaeria;o_Victivallales;f_Victivallales bacterium CCUG 44730 (no family in NCBI);g_Victivallales bacterium CCUG 44730 (no genus in NCBI);s_Victivallales bacterium CCUG 44730,0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Rosales;f_Cannabaceae;g_Cannabis;s_Unclassified Cannabis,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Phocaeicola (no family in NCBI);g_Phocaeicola;s_Phocaeicola sp. Sa1CVN1,10,0,0,0,0,0,0,0
k_Bacteria;p_Candidatus Melainabacteria;c_Candidatus Gastranaerophilales (no class in NCBI);o_Candidatus Gastranaerophilales;f_Candidatus Gastranaerophilales bacterium (no family in NCBI);g_Candidatus Gastranaerophilales bacterium (no genus in NCBI);s_Candidatus Gastranaerophilales bacterium,4,0,0,0,0,0,8,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides gallinarum,8,0,0,0,0,0,0,127
k_Bacteria;p_Lentisphaerae;c_Lentisphaeria;o_Victivallales;f_Unclassified Victivallales;g_Unclassified Victivallales;s_Unclassified Victivallales,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Tissierellia;o_Tissierellales;f_Tissierellaceae;g_Soehngenia;s_Unclassified Soehngenia,1152,2250,14,158,10,40,0,48
k_Eukaryota;p_Chordata;c_Phasianidae (no class in NCBI);o_Phasianidae (no order in NCBI);f_Phasianidae;g_Gallus;s_Unclassified Gallus,0,0,0,0,33,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Faecalibacterium;s_Faecalibacterium sp. Marseille-P9312,0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Gentianales;f_Rubiaceae;g_Unclassified Rubiaceae;s_Unclassified Rubiaceae,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Odoribacteraceae;g_Butyricimonas;s_Butyricimonas virosa,32,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Solanales;f_Solanaceae;g_Solanum;s_Unclassified Solanum,0,0,0,0,116,2,1,0
k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Azospirillum;s_Unclassified Azospirillum,1086,0,0,0,0,0,6,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Cucurbitales;f_Cucurbitaceae;g_Cucumis;s_Cucumis melo,0,0,0,0,0,0,200,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides faecichinchillae,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. TF12-12AT,0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Rosales;f_Rosaceae;g_Malus;s_Unclassified Malus,8,26,68,16,0,2,0,2
k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Bilophila;s_Bilophila wadsworthia,12,0,0,238,0,602,0,339
k_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Unclassified Caudovirales;g_Unclassified Caudovirales;s_Unclassified Caudovirales,10805,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonadaceae bacterium KH3CP3RA (no genus in NCBI);s_Porphyromonadaceae bacterium KH3CP3RA,348,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia producta,0,820,0,0,0,0,38,0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Nitrosomonadales;f_Nitrosomonadaceae;g_Unclassified Nitrosomonadaceae;s_Unclassified Nitrosomonadaceae,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pasteurellales;f_Pasteurellaceae;g_Rodentibacter;s_Unclassified Rodentibacter,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Coprococcus;s_Coprococcus sp. AF27-8,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides faecis,365,0,8,32,0,128,485,10211
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Oxalobacteraceae;g_Oxalobacter;s_Unclassified Oxalobacter,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Shigella;s_Shigella boydii,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Erysipelatoclostridium;s_Unclassified Erysipelatoclostridium,0,0,0,0,4,0,10,2
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerobutyricum;s_Anaerobutyricum hallii,428,927,78,8954,0,18,0,14
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Lachnoclostridium pacaense,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Unclassified Anaerotignum,66,7965,0,70,0,0,0,469
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Alloprevotella;s_Unclassified Alloprevotella,6,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Unclassified Eubacteriaceae;s_Unclassified Eubacteriaceae,3655,22427,891,5301,75,382,246,191
k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales;f_Unclassified Myxococcales;g_Unclassified Myxococcales;s_Unclassified Myxococcales,0,0,0,0,0,0,10,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Thiotrichales;f_Unclassified Thiotrichales;g_Unclassified Thiotrichales;s_Unclassified Thiotrichales,0,0,0,0,0,0,34,0
k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Unclassified Desulfovibrionales;g_Unclassified Desulfovibrionales;s_Unclassified Desulfovibrionales,0,0,0,0,0,8,16,2
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Microbacteriaceae;g_Agromyces;s_Unclassified Agromyces,0,0,0,0,0,0,0,0
k_Viruses;p_Kitrinoviricota;c_Alsuviricetes;o_Martellivirales;f_Virgaviridae;g_Tobamovirus;s_Pepper mild mottle virus,0,0,0,0,1633,36,0,66
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp. OF05-2BH,6,10,0,0,0,0,0,0
k_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Unclassified Spirochaetia;f_Unclassified Spirochaetia;g_Unclassified Spirochaetia;s_Unclassified Spirochaetia,8,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Intestinibacillus;s_Intestinibacillus sp. Marseille-P4005,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Unclassified Porphyromonas,337,62,25,90,6,62,0,0
k_Viruses;p_Unclassified Viruses;c_Unclassified Viruses;o_Unclassified Viruses;f_Unclassified Viruses;g_Unclassified Viruses;s_Unclassified Viruses,18,0,0,18,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Serratia;s_Serratia liquefaciens,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Rhodocyclales;f_Zoogloeaceae;g_Thauera;s_Thauera sp. 2A1,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Dysosmobacter;s_Dysosmobacter welbionis,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Unclassified Porphyromonadaceae;s_Unclassified Porphyromonadaceae,221,2,0,12,0,15788,248,6292
k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Coriobacteriales;f_Atopobiaceae;g_Atopobium;s_Atopobium deltae,0,0,0,0,0,74,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. 4_1_36,8,8,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillospiraceae bacterium N12 (no genus in NCBI);s_Oscillospiraceae bacterium N12,12,0,10,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Morganellaceae;g_Morganella;s_Morganella psychrotolerans,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia massiliensis,48,421,4,681,0,9,0,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Ligilactobacillus;s_Unclassified Ligilactobacillus,0,28,2,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Lachnoclostridium sp. An76,0,0,0,14,54,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella sp. 885,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia obeum,1159,7721,46,1200,0,184,0,82
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Unclassified Ruminococcaceae;s_Unclassified Ruminococcaceae,4700,13100,627,14647,2562,4771,658,13983
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Enterocloster;s_Enterocloster aldensis,0,0,0,0,206,52,6,45
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Unclassified Erysipelotrichaceae;s_Unclassified Erysipelotrichaceae,5283,226,2,1857,32,400,28,78
k_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Podoviridae;g_CrAssphage ZA (no genus in NCBI);s_CrAssphage ZA,0,0,0,214,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Solanales;f_Solanaceae;g_Capsicum;s_Capsicum annuum,0,4,0,2,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. SF-50,0,0,0,0,0,266,0,0
k_Bacteria;p_Candidatus Melainabacteria;c_Candidatus Gastranaerophilales (no class in NCBI);o_Candidatus Gastranaerophilales;f_Unclassified Candidatus Gastranaerophilales;g_Unclassified Candidatus Gastranaerophilales;s_Unclassified Candidatus Gastranaerophilales,0,0,0,0,0,0,10,0
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Catenibacterium;s_Unclassified Catenibacterium,70,0,0,116,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella pallens,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Candidatus Symbiothrix (no family in NCBI);g_Candidatus Symbiothrix;s_Unclassified Candidatus Symbiothrix,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Faecalibacillus;s_Unclassified Faecalibacillus,325,0,0,437,0,0,0,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus aureus,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Klebsiella;s_Klebsiella quasipneumoniae,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Coprobacillus;s_Coprobacillus sp. AM28-15LB,0,0,0,0,0,0,0,0
k_Bacteria;p_Candidatus Melainabacteria;c_Unclassified Candidatus Melainabacteria;o_Unclassified Candidatus Melainabacteria;f_Unclassified Candidatus Melainabacteria;g_Unclassified Candidatus Melainabacteria;s_Unclassified Candidatus Melainabacteria,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Drancourtella;s_Drancourtella sp. An57,0,0,0,0,8,0,20,0
k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Unclassified Cytophagales;g_Unclassified Cytophagales;s_Unclassified Cytophagales,16,0,0,0,0,0,0,0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Bifidobacteriales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium bifidum,0,8177,56,3250,2752,4,0,8
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides sp. AM18-12LB,0,0,0,20,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. 43_108,93884,0,6,44,0,0,0,0
k_Viruses;p_Kitrinoviricota;c_Alsuviricetes;o_Martellivirales;f_Endornaviridae;g_Alphaendornavirus;s_Phaseolus vulgaris alphaendornavirus 2,0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Poales;f_Poaceae;g_Avena;s_Unclassified Avena,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Marvinbryantia;s_Unclassified Marvinbryantia,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pasteurellales;f_Pasteurellaceae;g_Haemophilus;s_Haemophilus parainfluenzae,435,20,19,666,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. AM27-31LB,20,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Negativicutes;o_Selenomonadales;f_Selenomonadales bacterium (no family in NCBI);g_Selenomonadales bacterium (no genus in NCBI);s_Selenomonadales bacterium,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Turicibacter;s_Turicibacter sanguinis,790,0,0,1195,0,30,0,12
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Unclassified Burkholderiales;g_Unclassified Burkholderiales;s_Unclassified Burkholderiales,167,6612,721,3257,0,816,6040,640
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes sp. 58_9_plus,0,0,0,0,0,20,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Evtepia (no family in NCBI);g_Evtepia;s_Unclassified Evtepia,0,0,0,0,0,38,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes timonensis,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnospiraceae bacterium 1_1_57FAA (no genus in NCBI);s_Lachnospiraceae bacterium 1_1_57FAA,0,0,0,0,0,17,0,0
k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cyclobacteriaceae;g_Cyclobacterium;s_Unclassified Cyclobacterium,24,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Flintibacter (no family in NCBI);g_Flintibacter;s_Flintibacter sp. NSJ-23,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides rodentium,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Unclassified Erysipelotrichia;f_Unclassified Erysipelotrichia;g_Unclassified Erysipelotrichia;s_Unclassified Erysipelotrichia,24,0,0,30,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella stercorea,138,4,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. AF37-5AT,0,0,4,8,0,0,0,0
k_Bacteria;p_bacterium (no phylum in NCBI);c_bacterium (no class in NCBI);o_bacterium (no order in NCBI);f_bacterium (no family in NCBI);g_bacterium (no genus in NCBI);s_bacterium,18,0,0,0,0,0,0,0
k_Bacteria;p_Candidatus Riflebacteria;c_Unclassified Candidatus Riflebacteria;o_Unclassified Candidatus Riflebacteria;f_Unclassified Candidatus Riflebacteria;g_Unclassified Candidatus Riflebacteria;s_Unclassified Candidatus Riflebacteria,36,0,0,0,0,0,0,0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Propionibacterium;s_Propionibacterium sp.,0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Fabales;f_Fabaceae;g_Unclassified Fabaceae;s_Unclassified Fabaceae,0,0,0,0,8,0,26,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Anaerotruncus;s_Anaerotruncus colihominis,86,59,14,160,16,37,0,6
k_Bacteria;p_Fusobacteria;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Fusobacterium;s_Fusobacterium pseudoperiodonticum,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Unclassified Clostridiaceae;s_Unclassified Clostridiaceae,4293,33449,4748,15876,1231,710,774,1794
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Citrobacter;s_Citrobacter freundii,0,16,0,0,0,0,0,0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Unclassified Actinobacteria;f_Unclassified Actinobacteria;g_Unclassified Actinobacteria;s_Unclassified Actinobacteria,24,42,67,26,10,8,24,12
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidales bacterium KA00251 (no family in NCBI);g_Bacteroidales bacterium KA00251 (no genus in NCBI);s_Bacteroidales bacterium KA00251,0,0,0,0,0,2,0,0
k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Coriobacteriales;f_Coriobacteriaceae;g_Collinsella;s_Collinsella aerofaciens,182,473,2,200,0,0,2,56
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Faecalibacterium;s_Faecalibacterium sp. AF10-46,0,0,0,26,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Hafniaceae;g_Edwardsiella;s_Unclassified Edwardsiella,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus thermophilus,100,839,2,987,28,20,6,10
